,R_0,R_1,R_2,R_3,R_4,City_State,County_Name,Secondary_Name,State
2770,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Wade town,ME
2771,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Wallagrass town,ME
2772,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Washburn town,ME
2773,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Westfield town,ME
2774,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Westmanland town,ME
2775,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Weston town,ME
2776,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Winterville plantation,ME
2777,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Woodland town,ME
2778,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Avon town,ME
2779,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Carrabassett Valley town,ME
2780,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Carthage town,ME
2781,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Chesterville town,ME
2782,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Coplin plantation,ME
2783,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Dallas plantation,ME
2784,615,653,753,1018,1020,"Franklin County, ME",Franklin County,East Central Franklin UT,ME
2785,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Eustis town,ME
2786,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Farmington town,ME
2787,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Industry town,ME
2788,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Jay town,ME
2789,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Kingfield town,ME
2790,615,653,753,1018,1020,"Franklin County, ME",Franklin County,New Sharon town,ME
2791,615,653,753,1018,1020,"Franklin County, ME",Franklin County,New Vineyard town,ME
2792,615,653,753,1018,1020,"Franklin County, ME",Franklin County,North Franklin UT,ME
2793,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Phillips town,ME
2794,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Rangeley town,ME
2795,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Rangeley plantation,ME
2796,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Sandy River plantation,ME
2797,615,653,753,1018,1020,"Franklin County, ME",Franklin County,South Franklin UT,ME
2798,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Strong town,ME
2799,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Temple town,ME
2800,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Weld town,ME
2801,615,653,753,1018,1020,"Franklin County, ME",Franklin County,West Central Franklin UT,ME
2802,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Wilton town,ME
2803,615,653,753,1018,1020,"Franklin County, ME",Franklin County,Wyman UT,ME
2804,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Amherst town,ME
2805,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Aurora town,ME
2806,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Bar Harbor town,ME
2807,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Blue Hill town,ME
2808,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Brooklin town,ME
2809,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Brooksville town,ME
2810,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Bucksport town,ME
2811,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Castine town,ME
2812,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Central Hancock UT,ME
2813,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Cranberry Isles town,ME
2814,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Dedham town,ME
2815,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Deer Isle town,ME
2816,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Eastbrook town,ME
2817,768,803,946,1199,1302,"Hancock County, ME",Hancock County,East Hancock UT,ME
2818,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Ellsworth city,ME
2819,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Franklin town,ME
2820,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Frenchboro town,ME
2821,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Gouldsboro town,ME
2822,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Great Pond town,ME
2823,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Hancock town,ME
2824,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Lamoine town,ME
2825,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Mariaville town,ME
2826,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Marshall Island UT,ME
2827,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Mount Desert town,ME
2828,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Northwest Hancock UT,ME
2829,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Orland town,ME
2830,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Osborn town,ME
2831,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Otis town,ME
2832,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Penobscot town,ME
2833,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Sedgwick town,ME
2834,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Sorrento town,ME
2835,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Southwest Harbor town,ME
2836,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Stonington town,ME
2837,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Sullivan town,ME
2838,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Surry town,ME
2839,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Swans Island town,ME
2840,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Tremont town,ME
2841,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Trenton town,ME
2842,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Verona Island town,ME
2843,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Waltham town,ME
2844,768,803,946,1199,1302,"Hancock County, ME",Hancock County,Winter Harbor town,ME
2845,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Albion town,ME
2846,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Augusta city,ME
2847,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Belgrade town,ME
2848,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Benton town,ME
2849,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Chelsea town,ME
2850,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,China town,ME
2851,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Clinton town,ME
2852,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Farmingdale town,ME
2853,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Fayette town,ME
2854,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Gardiner city,ME
2855,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Hallowell city,ME
2856,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Litchfield town,ME
2857,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Manchester town,ME
2858,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Monmouth town,ME
2859,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Mount Vernon town,ME
2860,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Oakland town,ME
2861,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Pittston town,ME
2862,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Randolph town,ME
2863,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Readfield town,ME
2864,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Rome town,ME
2865,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Sidney town,ME
2866,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Unity UT,ME
2867,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Vassalboro town,ME
2868,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Vienna town,ME
2869,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Waterville city,ME
2870,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Wayne town,ME
2871,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,West Gardiner town,ME
2872,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Windsor town,ME
2873,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Winslow town,ME
2874,667,675,830,1083,1143,"Kennebec County, ME",Kennebec County,Winthrop town,ME
2875,733,765,913,1273,1334,"Knox County, ME",Knox County,Appleton town,ME
2876,733,765,913,1273,1334,"Knox County, ME",Knox County,Camden town,ME
2877,733,765,913,1273,1334,"Knox County, ME",Knox County,Criehaven UT,ME
2878,733,765,913,1273,1334,"Knox County, ME",Knox County,Cushing town,ME
2879,733,765,913,1273,1334,"Knox County, ME",Knox County,Friendship town,ME
2880,733,765,913,1273,1334,"Knox County, ME",Knox County,Hope town,ME
2881,733,765,913,1273,1334,"Knox County, ME",Knox County,Isle au Haut town,ME
2882,733,765,913,1273,1334,"Knox County, ME",Knox County,Matinicus Isle plantation,ME
2883,733,765,913,1273,1334,"Knox County, ME",Knox County,Muscle Ridge Island UT,ME
2884,733,765,913,1273,1334,"Knox County, ME",Knox County,North Haven town,ME
2885,733,765,913,1273,1334,"Knox County, ME",Knox County,Owls Head town,ME
2886,733,765,913,1273,1334,"Knox County, ME",Knox County,Rockland city,ME
2887,733,765,913,1273,1334,"Knox County, ME",Knox County,Rockport town,ME
2888,733,765,913,1273,1334,"Knox County, ME",Knox County,St. George town,ME
2889,733,765,913,1273,1334,"Knox County, ME",Knox County,South Thomaston town,ME
2890,733,765,913,1273,1334,"Knox County, ME",Knox County,Thomaston town,ME
2891,733,765,913,1273,1334,"Knox County, ME",Knox County,Union town,ME
2892,733,765,913,1273,1334,"Knox County, ME",Knox County,Vinalhaven town,ME
2893,733,765,913,1273,1334,"Knox County, ME",Knox County,Warren town,ME
2894,733,765,913,1273,1334,"Knox County, ME",Knox County,Washington town,ME
2895,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Alna town,ME
2896,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Boothbay town,ME
2897,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Boothbay Harbor town,ME
2898,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Bremen town,ME
2899,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Bristol town,ME
2900,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Damariscotta town,ME
2901,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Dresden town,ME
2902,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Edgecomb town,ME
2903,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Hibberts gore,ME
2904,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Jefferson town,ME
2905,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Louds Island UT,ME
2906,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Monhegan plantation,ME
2907,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Newcastle town,ME
2908,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Nobleboro town,ME
2909,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Somerville town,ME
2910,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,South Bristol town,ME
2911,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Southport town,ME
2912,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Waldoboro town,ME
2913,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Westport Island town,ME
2914,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Whitefield town,ME
2915,737,742,923,1150,1425,"Lincoln County, ME",Lincoln County,Wiscasset town,ME
2916,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Andover town,ME
2917,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Bethel town,ME
2918,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Brownfield town,ME
2919,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Buckfield town,ME
2920,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Byron town,ME
2921,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Canton town,ME
2922,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Denmark town,ME
2923,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Dixfield town,ME
2924,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Fryeburg town,ME
2925,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Gilead town,ME
2926,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Greenwood town,ME
2927,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Hanover town,ME
2928,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Hartford town,ME
2929,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Hebron town,ME
2930,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Hiram town,ME
2931,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Lincoln plantation,ME
2932,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Lovell town,ME
2933,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Magalloway plantation,ME
2934,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Mexico town,ME
2935,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Milton UT,ME
2936,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Newry town,ME
2937,650,654,835,1079,1313,"Oxford County, ME",Oxford County,North Oxford UT,ME
2938,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Norway town,ME
2939,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Otisfield town,ME
2940,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Oxford town,ME
2941,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Paris town,ME
2942,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Peru town,ME
2943,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Porter town,ME
2944,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Roxbury town,ME
2945,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Rumford town,ME
2946,650,654,835,1079,1313,"Oxford County, ME",Oxford County,South Oxford UT,ME
2947,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Stoneham town,ME
2948,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Stow town,ME
2949,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Sumner town,ME
2950,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Sweden town,ME
2951,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Upton town,ME
2952,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Waterford town,ME
2953,650,654,835,1079,1313,"Oxford County, ME",Oxford County,West Paris town,ME
2954,650,654,835,1079,1313,"Oxford County, ME",Oxford County,Woodstock town,ME
2955,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Abbot town,ME
2956,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Atkinson town,ME
2957,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Beaver Cove town,ME
2958,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Blanchard UT,ME
2959,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Bowerbank town,ME
2960,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Brownville town,ME
2961,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Dover-Foxcroft town,ME
2962,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Greenville town,ME
2963,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Guilford town,ME
2964,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Kingsbury plantation,ME
2965,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Lake View plantation,ME
2966,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Medford town,ME
2967,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Milo town,ME
2968,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Monson town,ME
2969,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Northeast Piscataquis UT,ME
2970,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Northwest Piscataquis UT,ME
2971,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Parkman town,ME
2972,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Sangerville town,ME
2973,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Sebec town,ME
2974,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Shirley town,ME
2975,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Southeast Piscataquis UT,ME
2976,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Wellington town,ME
2977,468,627,718,1020,1261,"Piscataquis County, ME",Piscataquis County,Willimantic town,ME
2978,543,623,821,1074,1178,"Somerset County, ME",Somerset County,Anson town,ME
